job_position,company_name,job_country,job_posting_date,Employment_type,Seniority_level,job_description
Data Scientist,Nuvoola AI,Canada,2023-05-14,Full-time,Entry level,"Company InformationName of Hiring Company: Nuvoola AINuvoola AI is an artificial intelligence firm based in Quebec, Ontario, and New Brunswick. We are market leader in Artificial Intelligence (AI) computer vision, implementing virtual guard solutions, with facial, license plate and character recognition, leveraging natural language interaction for various market and industries. We thrive at optimizing business processes and solving complex operational problems. We are a recognized and talented team partnering with the best in the industry and take serious proud of helping our customer reduce their operating cost, be more competitive while improving their overall efficiency.We offer a stimulating, high technology work environment and state-of-the-art projects, coupled with professional development and continuing education with access to international conferences and sophisticated work equipment.Nuvoola AI subscribes to the principle of equal access to employment and promotes the diversity of the workforce.Please apply via https://www.nuvoola.com/company#careersJob Title: Data ScientistSector☐ Management☐ Finances and Administration☒ Natural and Applied Science + Related Fields☐ Health☐ Sales & Services☐ Supply chain, Transportation, and Related Fields☐ Natural Resources, Agriculture☐ Public Utilities – Fabrication & ServicesNumber of Opening: 1Designated Work AreaMontreal or Chambly (QC), Ottawa (ON), Caraquet (NB), RemoteJob DescriptionAre you passionate about creating sustainable solutions using AI and cloud technologies?Join the Nuvoola AI team as a Data Scientist to solve interesting business challenges. We are looking for individuals that master a whole range of skills and talents going from being able to handle the raw data, analyzing that data with the help of statistical techniques, to sharing his/her insights with his peers (and customers) in a compelling way. The candidate should be capable of figuring new ways of answering business needs where current BI formulas do not exist, should also be focused on predicting future results vs traditional BI views of current/past KPIs.If you are looking for a team environment and a fun place to work, with emerging technologies and projects, Nuvoola AI is the place for you. Come and join us!Primary ResponsibilitiesWorks with stakeholders to identify the business requirements, understand distinct problems and expected outcomes, and models and frames business scenarios which impact critical business decisions.Applies scripting and programming skills to assemble various types of source data (unstructured, semi-structured, and structured) into well-prepared datasets with multiple levels of granularities (e.g., demographics, customers, products, transactions).Summarizes statistical findings and draws conclusions, presents actionable business recommendations. Presents findings and recommendations in a simple, clear way to drive action.Makes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practices.Helps define the strategic direction that Nuvoola AI should take with respect to AI.Influences stakeholders on the best approaches to use for deep learning.Identifies cloud infrastructure needs for deep learning.Evaluates and makes recommendations for new tools, techniques, and technologies to develop and support evolving operational needs in the AI space.Designs and develops custom data models and algorithms for the Nuvoola AI product line.Institutionalizes and develops the practice of data scientist within Nuvoola AI.Popularize complex solutions so that they are clear and understandable for non-experts.Promotes data science at Nuvoola AI, its customers and to the external community.Acts as a liaison between our University partners and Nuvoola AI (University of Moncton & ETS). Works closely and supervises the future holders of a doctorate working on our innovating projects with such key partners. Will physically work at those facilities when required.Essential Skills & QualificationsUniversity Degree in Computer Science, Math, or related field or equivalent. Masters or PhD preferred.5+ years of work experience directly related to quantitative analysis with proven results.3+ years of work experience across a broad set of data science skills, including traditional statistical methods, machine learning and Natural Language Processing.3+ years of experience with time-series analysis, forecasting, and anomaly detectionStrong knowledge and hands-on experience with R, Python, SQL and C.Excellent oral and written communication skills (English and French)Excellent analytical, interpersonal and communication skills, including strong presentation skills.Dynamic, positive attitude, practical, takes initiative to solve problems.Excellent time management, organizational and collaborative skills.Diplomas☐ High School☐ Professional Training☐ Bachelor’s degree☒ Master☒ PhD☒ Required / ☐ PrivilegedLevel in French☐ Bilingual☒ Fluent☐ Good☐ Average☐ School level☐ Required / ☒ PrivilegedLevel in English☒ Bilingual☒ Fluent☐ Good☐ Average☐ School level☒ Required/ ☐ PrivilegedNumber of Years of Experience: 3 to 5 years☐ Requited / ☒ PrivilegedDuration of Contract☐ Fixed Duration (temporary)☒ Undetermined Duration (permanent)Starting Date : As soon as possibleRemuneration (Mandatory)☒ Annual☐ Monthly☐ Weekly☐ HourlyAmount ($ CAN):From____$______ To _____$______The Information On The Salary Is☒ Confidential☐ PublicAdditional InformationWhy work at Nuvoola AI:Stimulating work environment and state-of-the-art projects,Professional development and continuing education with access to international conferences,Benefits after 3 months in position providing excellent coverage,Open work environment and sophisticated work equipment.Nuvoola subscribes to the principle of equal access to employment and promotes the diversity of the workforce."
AI Scientist,Nuvoola AI,Canada,2023-05-14,Full-time,Mid-Senior level,"Company InformationName of Hiring Company: Nuvoola AINuvoola AI is an artificial intelligence firm based in Quebec, Ontario, and New Brunswick. We are market leader in Artificial Intelligence (AI) computer vision, implementing virtual guard solutions, with facial, license plate and character recognition, leveraging natural language interaction for various market and industries. We thrive at optimizing business processes and solving complex operational problems. We are a recognized and talented team partnering with the best in the industry and take serious proud of helping our customer reduce their operating cost, be more competitive while improving their overall efficiency.We offer a stimulating, high technology work environment and state-of-the-art projects, coupled with professional development and continuing education with access to international conferences and sophisticated work equipment.Nuvoola subscribes to the principle of equal access to employment and promotes the diversity of the workforce.Please apply via https://www.nuvoola.com/company#careersJob Title: AI ScientistSector☐ Management☐ Finances and Administration☒ Natural and Applied Science + Related Fields☐ Health☐ Sales & Services☐ Supply chain, Transportation, and Related Fields☐ Natural Resources, Agriculture☐ Public Utilities – Fabrication & ServicesNumber of Opening: 1Designated Work AreaMontreal or Chambly (QC), Ottawa (ON), Caraquet (NB), RemoteJob DescriptionAre you passionate about building bleeding edge solutions?Join the Nuvoola AI team as an AI Scientist and contribute to solving interesting business challenges. This is a unique opportunity to make a big impact!You will develop innovative solutions in-house and with clients in a variety of industries, such as Utility, Entertainment, Financial Services, Public Sector, Retail, and Transportation. We believe in small multi-disciplinary teams of developers, architects, designers, and industry experts that collaborate in short sprints and agile cycles. This role will involve significant client interaction and outputs may be used for board level demonstrations.Essential Skills & QualificationsPhD/Master’s degree in computer science, engineering, or mathematics fieldsPrior experience in artificial intelligence, machine learningMinimum 3 years of machine learning experience in Python with interest in Deep LearningA track record of outstanding AI (Deep Learning focus) software development with Github (or similar) evidenceDemonstrated abilities in designing AI systemsDemonstrated interest in applied Deep Learning, including early stage of data preparation, augmentation, generation, systematic Deep Learning model tuning, replicable Machine Learning experiments modeling, Deep Learning pipeline for ML model selection and validationExpert-level knowledge and experience working with at least one data science programming language (e.g. Python, R, Scala) to explore, understand, and build analytic models from data assets of varying size, type, and qualityExpertise in Embedded Machine Learning (e.g. Deep Learning quantization) is a strong plusGood foundation in mathematics, statistics, and probabilityStrong knowledge of Machine Learning foundations with one or more of the following:Computer Vision applicationsNatural human interactionPredictive analyticsKnowledge of mainstream Deep Learning architectures (MLP, CNN, UNET, etc) and Deep Generative Learning architectures (GAN, VAE) for computer vision tasksStrong Python programming skillsWorking knowledge of Linux OSEagerness to contribute in a goal-oriented environmentAbility to work creatively and analytically in a problem-solving environmentProven verbal and written communication skills in English (talks, presentations, publications, etc.)Key Personal CompetenciesGreat communicatorTeam playerCritical thinkerAvid learnerFocus drivenTransformational agentDiplomas☐ High School☐ Professional Training☐ Bachelor’s degree☒ Master☒ PhD☒ Required / ☐ PrivilegedLevel in French☐ Bilingual☒ Fluent☐ Good☐ Average☐ School level☐ Required / ☒ PrivilegedLevel in English☒ Bilingual☐ Fluent☐ Good☐ Average☐ School level☒ Required/ ☐ PrivilegedNumber of Years of Experience: 3 years☐ Requited / ☒ PrivilegedDuration of Contract☐ Fixed Duration (temporary)☒ Undetermined Duration (permanent)Starting Date : As soon as possibleRemuneration (Mandatory)☒ Annual☐ Monthly☐ Weekly☐ HourlyAmount ($ CAN):From____$______ To _____$______The Information On The Salary Is☒ Confidential☐ PublicAdditional InformationWhy work at Nuvoola AI:Stimulating work environment and state-of-the-art projects,Professional development and continuing education with access to international conferences,Benefits after 3 months in position providing excellent coverage,Open work environment and sophisticated work equipment.Nuvoola subscribes to the principle of equal access to employment and promotes the diversity of the workforce."
Data Scientist,MatchaTalent,Canada,2023-06-21,Full-time,Entry level,"This role required candidate to permanently relocate at Dhahran, Saudi Arabia. About the CompanyThis company engages in the exploration, production, transportation, and sale of crude oil and natural gas. It operates through the following segments: Upstream, Downstream, and Corporate. The Upstream segment includes crude oil, natural gas and natural gas liquids exploration, field development, and production. The Downstream segment focuses on refining, logistics, power generation, and the marketing of crude oil, petroleum and petrochemical products, and related services to international and domestic customers. The Corporate segment offers supporting services including human resources, finance, and information technology. The company was founded on May 29, 1933 and is headquartered in Dhahran, Saudi Arabia. Job Summary We are seeking one (1) Data Scientist who will be responsible for the following roles and functions. The Data Scientist will collect large amounts of data using analytical, statistical, and programming skills. They will use this data to develop solutions that are tailored to meet the unique needs of the organization. The Data Scientist will also utilize statistical and analytical methods, along with AI tools, to automate specific processes within the organization. Additionally, they will assist the organization in analyzing trends in order to make better-informed decisions. Responsibilities:  Design and develop a data warehouse. Use appropriate tools to pull, merge, and analyze data. Analyze raw data using statistical and mathematical techniques and computing. Design predictive data models. Address data analytics challenges, such as collecting large volumes of data from varying sources, cleaning and interpreting data, creating solutions to overcome challenges, and communicating with interested parties. Automate and integrate processes. Develop and maintain databases and data systems, reorganizing data in a readable format. Build data visualizations and perform analysis to assess the quality and meaning of data. Analyze local, national, and global trends that impact both the organization and the industry. Prepare reports for management stating trends, patterns, and predictions using relevant data. Troubleshoot the reporting database environment and reports. Requirements:  This role required candidate to permanently relocate at Dhahran, Saudi Arabia. Bachelor's Degree in Data Science or Computer Science (Master's Degree is preferred). Minimum Years of Experience: 3 in relevant field. Experience with common data science toolkits such as R, SQL, and Python; familiarity with AI tools is an asset. Experience with data visualization tools, such as Power BI, Tableau, Qlik Sense, etc. In-depth knowledge of mathematics and statistics. A high level of accuracy and attention to detail. Excellent interpersonal skills. Excellent written and verbal communication skills and presentation skills. Strong time management skills. Dedication to high-quality work output."
Principal Data Scientist,Experfy,Canada,2023-06-04,Contract,Mid-Senior level,"Opportunity DescriptionWe are seeking a Principal Data Scientist with strongly developed expertise in graph-based AI and related technologies to maximize utilization of data and knowledge in the client's data and digital transformation.ESSENTIAL EXPERIENCE:Degree in mathematics, computer science, engineering, physics, statistics, economics, computational sciences or a related quantitative discipline and 5+ years of analytical experience in an industrial or commercial setting OR PhD degree with at least 3+ years of industry experienceExperience AI/ML/NLP modelling of complex datasets.Advanced software development skills in at least two of the standard data science languages (such as Python, R, Scala, C++, Julia) and strong data manipulations skills (e.g. SQL, NoSQL, graph, etc.)Knowledge of SQL and relational databases, query authoring (SQL) and designing variety of databases (e.g. Postgres SQL)Comfortable working in cloud and high-performance compute environments (e.g. AWS, Apache Spark)Disciplined AI/ML deployment (MLOps, CI/CD) and Agile deliveryExperience in coordination of delivery teams and providing feedback to their managementExcellent written and verbal communication, business analysis, and consultancy skillsPREFERRED EXPERIENCE:Knowledge on health care knowledge management systems (e.g. ICD, SNOMED, MedDRA, UMLS) preferredExperience AI/ML modelling of complex datasets, network analysis or direct experience in creating and maintaining graph data modelsExperience with a variety of graph technologies Knowledge of graph databases like Neo4J (Cypher, causal clusters), JanusGraph (Gremlin, GraphML), AWS Neptune, OrientDBExpertise in machine learning/deep learning-based graph algorithms relevant to link prediction, ranking/recommendation, completion, community detection, node embedding, etc.RequirementsResponsibilitiesLead data science area deliverables for digital products / programs / initiatives including the allocation of work within the team, monitors the quantitative and qualitative achievements of the team, and reports resultsWork as an individual contributor, providing data science expertise to digital products / programs / initiatives.Apply in-depth experience with both statistical and modern data science approaches, including unsupervised, supervised, regression algorithms. Apply advanced techniques such as neural networks, deep learning, NLP and federated learning.Build models, algorithms, simulations and experiments by writing highly optimized code and using state-of-the art machine learning technologies.Collaborate cross-functionally in teams involved in data driven analytics to maximize impact of graph-based capabilitiesBuild and manage support models incorporated into digital or AI products; Work with Infrastructure and Ops teams to ensure appropriate architecture and toolingCapacity to mentor junior personnelBe able to apply in-depth experience with both statistical and modern data science approaches to business cases and knowledge management tasksStrong written and verbal communication skills - ability to communicate complex ideas up to people of varying technical skillsWork with developers, engineers, and MLOps to deliver AI/ML solutions for new products/services"
Data Scientist / Machine Learning Specialist,Resource Logistics Inc.,Canada,2023-06-30,Contract,Entry level,"Job Title: Data Scientist / Machine Learning SpecialistNo. of Positions: 1Brokerage Level: L2Location: Montreal, QC (Office attendance from Day 1 - Hybrid Mode)Bill Rate: CAD$55/hr.You will be working in a global Agile squad within Transaction Reporting responsible for using data analytics and machine learning to assist Operations Business Users to understand and manage their regulatory risk.The ideal candidate should hold an advanced degree in a quantitative discipline and have experience reseClienthing, building, and maintaining data science models at scale in an enterprise environment. The position requires good communication skills, ability to work together in cross-functional technical teams in different areas of the organization.Job DescriptionSkills Required:"" Masters in Mathematics, Statistics, Economics, Data Science, Machine Learning, Operational ReseClienth, Physics, and other related quantitative fields."" 3+ years of experience with design and implementation of machine learning, predictive analysis, data science, knowledge bases, recommendation systems, information retrieval."" Strong understanding of the foundational concepts and applied experience in Machine Learning (ideally, a combination of excellent academic reseClienth and high-impact commercial projects)."" In depth understanding of common Machine Learning algorithms (e.g., for classification, regression, and clustering)."" In depth knowledge of advanced statistical theories, methodologies, and inference tools."" Proven track record in some of the advanced topics such as Bayesian inference, hierClienthical models, deep learning, Gaussian processes, and causal inference."" Practical experience in preparing data for Machine Learning integrating with big-data platforms and high-performance computing ecosystems."" Ability to work with global, cross-functional teams"" Excellent oral and written communication skills."" Experience in applying different NLP techniques to problems such as sentence summarization, question answering, sentiment analysis, knowledge extraction and conversational bots"" Development experience in Python or Java/Scala with good command over respective data pipelining, matrix algebra and statistics librariesSkills Desired"" Linux, Unix, Shell Scripting."" Java, Python, H2O, Keras, Tensorflow"" Object-Oriented Programming"
"Data Scientist, Forecasting Platform",Stripe,Canada,2023-06-27,Full-time,Mid-Senior level,"Who we areAbout StripeStripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.About The TeamAt Stripe, you’ll be part of a rich Data Science community for Analysts, Scientists and Engineers to learn and grow together. At the same time, our embedded org structure means that you’ll be working closely with our Finance and Strategy partner team.What you'll doStripe’s business is complex and growing, and forecasting its future is no easy feat. Our forecasting efforts are diverse, spanning different dimensions of our business (geographies, business types), variable time periods (early-stage vs late-stage users), and methodologies (traditional time series modeling, ML-based methods). We are looking for an experienced data scientist to work on the planning, implementation, and building of infrastructure that enables and automates forecasting across all of Stripe. This role will also work closely with our Finance & Strategy team to forecast our financial metrics. If you are excited about time series modeling and motivated by having an impact on the business, we want to hear from you.Develop and build a forecasting framework that can produce regular, accurate, responsive statistical forecasts to be used for company planningIncorporate new statistical modeling and/or machine learning methods to improve forecast performanceDrive efforts around explanation of forecast trends, development of new accuracy metrics, and estimation of uncertaintyBring in new methodology to improve forecast responsiveness to the macroenvironment, such as COVID and other economic changesBuild ‘what-if’ analysis capabilities to allow business leaders to quantitatively encode and model their assumptionsWho you areWe’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.Minimum Requirements5+ years experience working with and analyzing large data sets to solve problemsA PhD or MS in a quantitative field (e.g., Statistics, Sciences, Economics, Engineering, CS)Expert knowledge of Python and SQLStrong knowledge of statistics and experimental designPrior experience working with time series modelsThe ability to communicate results clearly and a focus on driving impactA demonstrated ability to manage and deliver on multiple projectsA builder’s mindset with a willingness to question assumptions and conventional wisdomPreferred QualificationsPrior experience with data-distributed tools (Scalding, Spark, Hadoop, etc)Prior experience writing or contributing to Python packages"
Industrial Affairs (IA) Data Scientist,Experfy,Canada,2023-06-01,Contract,Mid-Senior level,"Opportunity DescriptionThe Industrial Affairs data scientist has a key role in defining, executing data science solutions like, predictive models (supervised, unsupervised), data pipelines or graph-based approaches. Developed models will be integrated in existing could-based applications and deployed on a global scale. Moreover, the IA Data Scientist will drive the development of novel data products within our data platform as well as executing/evaluating the proof of concept (cf. micro apps) together with clients.ROLE REQUIRES STRONG INTERFACES WITH:Client's IA Data transformation leaderDigital Product OwnersITS organizationFit4Future change leadersOther data scientists across the digital DS organizationEssential experience:Master’s degree in mathematics, computer science, engineering, physics, statistics, economics, computational sciences or a related quantitative discipline and 5+ years of Data Science experience, or PhD + 3years of with relevant work & domain experience.Direct experience with any of the following techniques: advanced NLP modeling, machine learning, semi-supervised, deep learning, graph neural networks, Bayesian networks and numerical optimizationExperience deploying (micro) apps cf. Shiny or FlaskVisual analytics and/or data story telling with Power BI or otherExperience with some aspects of pharmaceutical operations, specially manufacturingExpertise with the core data science languages (such as Python, R), and familiarity & flexibility with data systems (e.g. SQL, NoSQL, knowledge graphs)Comfortable working in cloud and high-performance computational environments (e.g. AWS, Apache Spark)Excellent written and verbal communication, business analysis, and consultancy skillsExperience working in an agile environmentDesirable experience:Disciplined AI / ML development (CI / CD, Orchestration)Experience with Tableau or Power BIRegulatory, GxP, or similar standardsOrchestration, AWS stepfunctions, Apache Airflow or KedroRequirementsData Scientist Responsibilities:Build models, algorithms, and performance evaluation by writing highly optimized, deployable code and using state-of-the art machine learning technologiesDefine and implement architectures for predictive algorithm for cloud-based manufacturing applicationIndustrializing solutions together with small teams (pods, scrum) in an agile way of workingProficient at collecting and mining data from disparate data sources, and willing to dig deeper and understand the process that creates the dataWork with a data lake as well as graph databases (cf. neo4js and AWS Neptune)Use data analysis, visualization, storytelling, and data technologies to scope, define and deliver AI-based data products to accelerate and data product deploymentsDeveloping digital data products and pipelines for IA that scaleHe/she will be able to generate work product that includes interactive visualizations, presentations, publications, web applications, predictive algorithms, and APIDocument insides and architecture as well as planning using Jira/Confluence"
"Data Scientist, Payments ML Accelerator",Stripe,Canada,2023-05-31,Full-time,Mid-Senior level,"Who we areAbout StripeStripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.About The TeamThe newly formed Payments ML Accelerator team is developing capabilities that will unlock the proliferation of ML based techniques across Stripe’s payment products. We are developing cutting edge deep learning models tailored to Stripe’s payment data, and infrastructure to enable rapid ML exploration and very fast experiment cycles. We are exploring novel applications powered by ML as well as improving core product features such as detecting fraudulent transactions across all payment methods or optimizing payment acceptance rate.What you'll doAs a data scientist, you will design and prototype advanced ML models. You will have the opportunity to train deep learning models and build feature embeddings, with the aim to produce business impact and raise the bar for technical excellence. You will also have the opportunity to influence the best practices for ML at Stripe.ResponsibilitiesBuild deep learning architectures and feature embeddings for Payment entities such as merchant, issuer, or customerDefine metrics, generate data insights and conduct experiments to measure business impactDesign solutions to increase model accuracy, automation, and explainabilityExperiment with advanced ML solutions in the industry and ideate on product applications Collaborate with our machine learning infrastructure team to leverage new infra services for business solutionsCollaborate with machine learning engineers to ship solutions to productionWho you areThe ideal candidate has experience in analytics and statistical modeling, values rigor in data and modeling and is passionate about leveraging advanced ML techniques.Minimum RequirementsAt least 5 years of industry experience doing data science/quantitative modelingAdvanced degree in a quantitative field (e.g. statistics, computer science, physics)Proficient in deep learning frameworks (TensorFlow, Pytorch)Experience in developing and training deep learning architecturesPreferred QualificationsExperience working with engineering partners to deploy prototypes to production Experience evaluating niche and upcoming ML solutions"
Applied Research Scientist - Scientifique en recherche appliquée,Mila - Quebec Artificial Intelligence Institute,Canada,2023-05-30,Full-time,Mid-Senior level,"About MilaFounded by Professor Yoshua Bengio of Université de Montréal, Mila brings together researchers specializing in artificial intelligence, and more specifically in deep learning and reinforcement learning. Recognized worldwide for its important contributions to the field of deep learning, Mila has particularly distinguished itself in language modeling, machine translation, object recognition and generative models. Since 2017, Mila has been the fruit of a collaboration between Université de Montréal and McGill University, with close links to Polytechnique Montréal and HEC Montréal.In addition to its academic training and fundamental research focus, Mila’s mission is to contribute to Quebec and Canada’s economic development through technology transfer and business innovation.Description Of The PositionAs part of the Applied Machine Learning Research team, the candidate will help companies innovate by building proofs of concept based on machine learning. The projects selected by the team cover a wide range of domains, are in general highly challenging at the scientific level and can lead to publications. The candidate will also contribute to building and fostering long-term relationships with Mila’s partners and players in the AI ecosystem.Main ResponsibilitiesParticipate in challenging applied machine learning research projects with companies, academic or research institutes. For each project, contribute to the data analysis, problem formalization, experimental protocol definition, design and implementation of robust machine learning solutions, and result analysis.Support companies through consulting and coaching to introduce machine learning in their products or improve their existing machine learning-based solutions.Stay up-to-date with the state of the art in machine learning.Required QualificationsStrong expertise in machine learning (MSc, PhD, post-doc in the field, or equivalent work experience).Expertise in PyTorch or TensorFlow.Excellent oral and written communication skills.Ability to lead a project and to work well as part of a team.Preferred QualificationsIndustry experience in machine learning.Industry experience in fields of application of machine learning.Strong background in applied math or physics.Proficiency in English and French.Good reasons to work at MilaA flexible schedule of 35 hours per week (32 hour summer schedule).A holiday policy offering 22 days of holiday upon hiring.A comprehensive group insurance program (health, dental, disability, life, health care account, travel insurance and extended benefits).An employee assistance program.Access to a telemedicine service.A retirement savings plan with an employer contribution of up to 10% of salary.A team of passionate and enthusiastic people with extensive expertise in their field.A collaborative and inclusive work environment.We want to know youMila is an equal opportunity employer and is committed to diversity. We value the development of ideas in teams and cultivate an open and respectful working environment. The masculine gender is used only for the sake of brevity. We encourage all candidates to apply for this position; however only selected candidates will be contacted. Thank you for your interest in Mila!RequirementsÀ propos de MilaFondé par le professeur Yoshua Bengio de l’Université de Montréal, Mila rassemble des chercheurs spécialisés en intelligence artificielle et plus précisément en apprentissage profond et apprentissage par renforcement. Reconnu mondialement pour ses importantes contributions au domaine de l’apprentissage profond, Mila s’est particulièrement distingué dans la modélisation du langage, la traduction automatique, la reconnaissance d’objets et les modèles génératifs. Depuis 2017, Mila est le fruit d’une collaboration entre l’Université de Montréal et l’Université McGill, en lien étroit avec Polytechnique Montréal et HEC Montréal.En plus de ses activités de formation et recherche fondamentale en intelligence artificielle, Mila a pour mission de contribuer au développement économique du Québec et du Canada via le transfert technologique et l’innovation en entreprise.Description Du MandatAu sein de l'équipe de recherche en apprentissage automatique appliquée, le candidat aidera les entreprises à innover en réalisant des preuves de concept basées sur l'apprentissage automatique. Les projets sélectionnés par l'équipe couvrent un large éventail de domaines, sont en général très stimulants sur le plan scientifique et peuvent donner lieu à des publications. Le candidat contribuera également à l'établissement et au maintien de relations à long terme avec les partenaires de Mila et les acteurs de l'écosystème de l'IA.ResponsabilitésParticiper à des projets ambitieux de recherche appliquée en apprentissage automatique avec des entreprises, des universités ou des instituts de recherche. Contribuer, dans le cadre de chaque projet, à l'analyse des données, la formalisation du problème, la définition du protocole expérimental, la conception et la mise en œuvre de solutions robustes d'apprentissage automatique et l'analyse des résultats.Soutenir les entreprises par le biais de conseils et un encadrement scientifique pour introduire l'apprentissage automatique dans leurs produits ou améliorer leurs solutions existantes basées sur l’apprentissage automatique.Se tenir au courant de l'état de l'art en matière d'apprentissage automatique.Qualifications RequisesForte expertise en apprentissage automatique (MSc, PhD, post-doc dans le domaine, ou expérience professionnelle équivalente).Expertise en PyTorch ou TensorFlow.Excellentes compétences en communication orale et écrite.Capacité à diriger un projet et à bien travailler au sein d'une équipe.Qualifications SouhaitéesExpérience de l'industrie dans le domaine de l'apprentissage automatique.Expérience de l'industrie dans les domaines d'application de l'apprentissage automatique.Solides connaissances en mathématiques appliquées ou en physique.Maîtrise du français et de l'anglais.BenefitsDe bonnes raisons de travailler à MilaUn horaire flexible de 35 heures par semaine (horaire d’été de 32 heures).Une politique de congés annuels offrant 22 jours de vacances dès l’embauche.Un programme d’assurance collective complet (maladie, dentaire, invalidité, vie, compte de soin de santé, assurance voyage et garanties complémentaires).Un programme d’aide aux employés.Un accès à un service de télémédecine.Un régime d’épargne retraite avec contribution de l’employeur pouvant atteindre jusqu’à 10% du salaire.Une équipe d’experts de leur domaine, des gens passionnés et passionnants.Une ambiance de travail collaborative et inclusive.Nous voulons vous connaîtreMila est un employeur équitable et la diversité lui tient à cœur. Nous valorisons le développement d’idées en équipe et cultivons un environnement de travail ouvert et respectueux des différences. Le masculin est utilisé uniquement dans le but d’alléger le texte. Nous encourageons tous les candidats et toutes les candidates à postuler; cependant, seules les personnes sélectionnées seront contactées. Merci de votre intérêt envers Mila !"
Data Scientist/Analyst,eTeam,Canada,2023-04-25,Contract,Entry level,"Should have Good knowledge in:  SQL, Python, Write and tune the rules.  Good analytical, organizational, facilitation, and communication skills (both written and oral)  Ability to analyze information and succinctly summarize results, identifying trends, patterns and anomalies.  Strong in PL-SQL programming, Python, R or another data analysis tool  Experience using Microsoft Office applications including Word, Excel and PowerPoint.  Any previous work experience/internships may be advantageous  Pro-active and self-motivated with a desire to learn  Ability to multi-task. Able to manage competing priorities and find simple solutions  A keen attention to detail  Flexible and able to adapt to rapidly changing situations  Resilient, able to provide positive clear direction in difficult situations  Team building and relationship building skills  Confident, personable and approachable  Tenacious, delivery focused and results driven  Interest in working in a fast-paced and future-oriented multicultural environment"
Research Scientist (Machine Learning),Deep Genomics,Canada,2023-05-04,Full-time,Mid-Senior level,"About UsDeep Genomics is a biopharmaceutical company that aims to revolutionize drug development by leveraging expertise in artificial intelligence (AI) to decode RNA biology. Our proprietary platform, the AI Workbench, enables us to decode the enormous complexity of RNA biology to find novel targets, mechanisms, and molecules that are not accessible through traditional methods. We use this advanced technology to develop steric-blocking oligonucleotides (SBOs) that achieve expression increase for the treatment of genetic disease. Founded in 2015, our multidisciplinary team includes expertise in a diverse range of disciplines including those found in a traditional drug company, as well as machine learning, laboratory automation, and software engineering. Deep Genomics is located in Toronto, Ontario and Cambridge, Massachusetts.Where You Fit InWe are seeking an experienced machine-learning researcher to help us develop and expand our AI workbench for drug discovery. Pioneered by our company, the application of machine learning to drug discovery is a rapidly advancing field with many unsolved and exciting challenges. You will work with an interdisciplinary team of scientists and engineers to apply and adapt cutting-edge deep-learning techniques to problems in computational biology and chemistry that are critical to our mission.What You Will DoDevelop ML models for predicting the effects of genetic variants and oligonucleotide drugs.Identify new opportunities for applications of ML in the drug-development process and engage in collaborations with researchers from other disciplines.Devise computational experiments to probe the biological significance and interpretation of predictions from neural networks.Present research findings and ideas to internal stakeholders as well as the external research community through talks, poster presentations, technical blogs etc.What you bring: A Ph.D. in a technical field or equivalent practical experience.Extensive practical experience in systematically designing, training, debugging, and evaluating large neural networks using modern frameworks such as Tensorflow, PyTorch, JAX etc.Strong knowledge of machine learning and its mathematical foundations including linear algebra, bayesian reasoning, and vector calculus.Excellent scientific writing and presentation skills.Nice to have: Experience with machine learning applied to problems in biology, chemistry, or physics.Proven track record of publications at top-tier venues.Post-graduate experience (postdoc or industry).Deep Genomics thanks all applicants, however only those selected for an interview will be contacted.Deep Genomics welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process."
Data Architect/ Modeler/ Data Scientist,Bevertec,Canada,2023-06-30,Contract,Mid-Senior level,"Data Architecture, Modeling experienceDatabricks Data Scientist position.5 years + expertise in Azure DatabricksPython and R development experienceData visualization development experience Experience gathering user requirements to develop a solution for data scientistsBasic knowledge and experience with Azure DevOPS"
